lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g8-arts-and-music-u02-l04,ma-g8-arts-and-music,8,arts-and-music,16,2,"Design, Media, and Material Exploration",4,Independent application A: three-dimensional or spatial design,Independent application A,three-dimensional or spatial design,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l05,ma-g8-arts-and-music,8,arts-and-music,17,2,"Design, Media, and Material Exploration",5,Concept model B: digital editing ethics,Concept model B,digital editing ethics,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l06,ma-g8-arts-and-music,8,arts-and-music,18,2,"Design, Media, and Material Exploration",6,Guided practice B: craftsmanship and safety,Guided practice B,craftsmanship and safety,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l07,ma-g8-arts-and-music,8,arts-and-music,19,2,"Design, Media, and Material Exploration",7,Investigation or close reading: graphic design foundations,Investigation or close reading,graphic design foundations,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l08,ma-g8-arts-and-music,8,arts-and-music,20,2,"Design, Media, and Material Exploration",8,Reteach and varied practice: photography concepts without requiring people,Reteach and varied practice,photography concepts without requiring people,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l09,ma-g8-arts-and-music,8,arts-and-music,21,2,"Design, Media, and Material Exploration",9,Performance task build: mixed media,Performance task build,mixed media,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l10,ma-g8-arts-and-music,8,arts-and-music,22,2,"Design, Media, and Material Exploration",10,Synthesis and review: three-dimensional or spatial design,Synthesis and review,three-dimensional or spatial design,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l11,ma-g8-arts-and-music,8,arts-and-music,23,2,"Design, Media, and Material Exploration",11,Unit assessment: digital editing ethics,Unit assessment,digital editing ethics,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u02-l12,ma-g8-arts-and-music,8,arts-and-music,24,2,"Design, Media, and Material Exploration",12,Correction and reflection: craftsmanship and safety,Correction and reflection,craftsmanship and safety,Michigan Arts: Visual Arts Create;Media Arts Create
ma-g8-arts-and-music-u03-l01,ma-g8-arts-and-music,8,arts-and-music,25,3,"Music Composition, Production, and Performance",1,Launch and diagnostic: rhythm harmony and melody,Launch and diagnostic,rhythm harmony and melody,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l02,ma-g8-arts-and-music,8,arts-and-music,26,3,"Music Composition, Production, and Performance",2,Concept model A: form and arrangement,Concept model A,form and arrangement,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l03,ma-g8-arts-and-music,8,arts-and-music,27,3,"Music Composition, Production, and Performance",3,Guided practice A: notation or digital sequencing,Guided practice A,notation or digital sequencing,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l04,ma-g8-arts-and-music,8,arts-and-music,28,3,"Music Composition, Production, and Performance",4,Independent application A: recording and mixing concepts,Independent application A,recording and mixing concepts,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l05,ma-g8-arts-and-music,8,arts-and-music,29,3,"Music Composition, Production, and Performance",5,Concept model B: copyright and original work,Concept model B,copyright and original work,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l06,ma-g8-arts-and-music,8,arts-and-music,30,3,"Music Composition, Production, and Performance",6,Guided practice B: rehearsal and performance,Guided practice B,rehearsal and performance,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l07,ma-g8-arts-and-music,8,arts-and-music,31,3,"Music Composition, Production, and Performance",7,Investigation or close reading: rhythm harmony and melody,Investigation or close reading,rhythm harmony and melody,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l08,ma-g8-arts-and-music,8,arts-and-music,32,3,"Music Composition, Production, and Performance",8,Reteach and varied practice: form and arrangement,Reteach and varied practice,form and arrangement,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l09,ma-g8-arts-and-music,8,arts-and-music,33,3,"Music Composition, Production, and Performance",9,Performance task build: notation or digital sequencing,Performance task build,notation or digital sequencing,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l10,ma-g8-arts-and-music,8,arts-and-music,34,3,"Music Composition, Production, and Performance",10,Synthesis and review: recording and mixing concepts,Synthesis and review,recording and mixing concepts,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l11,ma-g8-arts-and-music,8,arts-and-music,35,3,"Music Composition, Production, and Performance",11,Unit assessment: copyright and original work,Unit assessment,copyright and original work,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u03-l12,ma-g8-arts-and-music,8,arts-and-music,36,3,"Music Composition, Production, and Performance",12,Correction and reflection: rehearsal and performance,Correction and reflection,rehearsal and performance,Michigan Arts: Music Create;Perform;Respond
ma-g8-arts-and-music-u04-l01,ma-g8-arts-and-music,8,arts-and-music,37,4,"Theatre, Film, and Production Collaboration",1,Launch and diagnostic: dramaturgy and script analysis,Launch and diagnostic,dramaturgy and script analysis,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l02,ma-g8-arts-and-music,8,arts-and-music,38,4,"Theatre, Film, and Production Collaboration",2,Concept model A: directing and blocking,Concept model A,directing and blocking,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l03,ma-g8-arts-and-music,8,arts-and-music,39,4,"Theatre, Film, and Production Collaboration",3,Guided practice A: acting or voice options,Guided practice A,acting or voice options,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l04,ma-g8-arts-and-music,8,arts-and-music,40,4,"Theatre, Film, and Production Collaboration",4,Independent application A: cinematography and editing,Independent application A,cinematography and editing,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l05,ma-g8-arts-and-music,8,arts-and-music,41,4,"Theatre, Film, and Production Collaboration",5,Concept model B: production management,Concept model B,production management,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l06,ma-g8-arts-and-music,8,arts-and-music,42,4,"Theatre, Film, and Production Collaboration",6,Guided practice B: consent and safe collaboration,Guided practice B,consent and safe collaboration,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l07,ma-g8-arts-and-music,8,arts-and-music,43,4,"Theatre, Film, and Production Collaboration",7,Investigation or close reading: dramaturgy and script analysis,Investigation or close reading,dramaturgy and script analysis,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l08,ma-g8-arts-and-music,8,arts-and-music,44,4,"Theatre, Film, and Production Collaboration",8,Reteach and varied practice: directing and blocking,Reteach and varied practice,directing and blocking,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l09,ma-g8-arts-and-music,8,arts-and-music,45,4,"Theatre, Film, and Production Collaboration",9,Performance task build: acting or voice options,Performance task build,acting or voice options,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l10,ma-g8-arts-and-music,8,arts-and-music,46,4,"Theatre, Film, and Production Collaboration",10,Synthesis and review: cinematography and editing,Synthesis and review,cinematography and editing,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l11,ma-g8-arts-and-music,8,arts-and-music,47,4,"Theatre, Film, and Production Collaboration",11,Unit assessment: production management,Unit assessment,production management,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u04-l12,ma-g8-arts-and-music,8,arts-and-music,48,4,"Theatre, Film, and Production Collaboration",12,Correction and reflection: consent and safe collaboration,Correction and reflection,consent and safe collaboration,Michigan Arts: Theatre Create;Perform;Media Arts Produce
ma-g8-arts-and-music-u05-l01,ma-g8-arts-and-music,8,arts-and-music,49,5,"Arts, Identity, Culture, and Ethics",1,Launch and diagnostic: art and identity without forced disclosure,Launch and diagnostic,art and identity without forced disclosure,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l02,ma-g8-arts-and-music,8,arts-and-music,50,5,"Arts, Identity, Culture, and Ethics",2,Concept model A: historical and cultural context,Concept model A,historical and cultural context,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l03,ma-g8-arts-and-music,8,arts-and-music,51,5,"Arts, Identity, Culture, and Ethics",3,Guided practice A: representation and stereotype,Guided practice A,representation and stereotype,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l04,ma-g8-arts-and-music,8,arts-and-music,52,5,"Arts, Identity, Culture, and Ethics",4,Independent application A: appropriation attribution and collaboration,Independent application A,appropriation attribution and collaboration,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l05,ma-g8-arts-and-music,8,arts-and-music,53,5,"Arts, Identity, Culture, and Ethics",5,Concept model B: censorship and public art,Concept model B,censorship and public art,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l06,ma-g8-arts-and-music,8,arts-and-music,54,5,"Arts, Identity, Culture, and Ethics",6,Guided practice B: ethical criticism,Guided practice B,ethical criticism,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l07,ma-g8-arts-and-music,8,arts-and-music,55,5,"Arts, Identity, Culture, and Ethics",7,Investigation or close reading: art and identity without forced disclosure,Investigation or close reading,art and identity without forced disclosure,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l08,ma-g8-arts-and-music,8,arts-and-music,56,5,"Arts, Identity, Culture, and Ethics",8,Reteach and varied practice: historical and cultural context,Reteach and varied practice,historical and cultural context,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l09,ma-g8-arts-and-music,8,arts-and-music,57,5,"Arts, Identity, Culture, and Ethics",9,Performance task build: representation and stereotype,Performance task build,representation and stereotype,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l10,ma-g8-arts-and-music,8,arts-and-music,58,5,"Arts, Identity, Culture, and Ethics",10,Synthesis and review: appropriation attribution and collaboration,Synthesis and review,appropriation attribution and collaboration,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l11,ma-g8-arts-and-music,8,arts-and-music,59,5,"Arts, Identity, Culture, and Ethics",11,Unit assessment: censorship and public art,Unit assessment,censorship and public art,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u05-l12,ma-g8-arts-and-music,8,arts-and-music,60,5,"Arts, Identity, Culture, and Ethics",12,Correction and reflection: ethical criticism,Correction and reflection,ethical criticism,Michigan Arts: Connect;Respond
ma-g8-arts-and-music-u06-l01,ma-g8-arts-and-music,8,arts-and-music,61,6,Portfolio and Public or Private Exhibition,1,Launch and diagnostic: portfolio selection,Launch and diagnostic,portfolio selection,Michigan Arts: Present/Perform;Respond;Connect
ma-g8-arts-and-music-u06-l02,ma-g8-arts-and-music,8,arts-and-music,62,6,Portfolio and Public or Private Exhibition,2,Concept model A: professional presentation,Concept model A,professional presentation,Michigan Arts: Present/Perform;Respond;Connect
ma-g8-arts-and-music-u06-l03,ma-g8-arts-and-music,8,arts-and-music,63,6,Portfolio and Public or Private Exhibition,3,Guided practice A: artist statements,Guided practice A,artist statements,Michigan Arts: Present/Perform;Respond;Connect
